name,author,link,rating,rating_count,review_count,pages_count,price,text_reviews,age,year
"Математические алгоритмы для программистов. 3D-графика, машинное обучение и моделирование на Python (pdf + epub)",Пол Орланд,https://www.litres.ru/book/pol-orland/matematicheskie-algoritmy-dlya-programmistov-3d-grafika-mashinn-69154042/,5.0,3,2,752,699.0,"['<p>Понравилось, что автор демонстрирует алгоритмы с нуля и почти что не пользуется сторонними библиотеками. Реализовал даже синтаксическое дерево выражения для взятия производной. Действительно, для программиста математика понятнее, когда понятно как её выразить в коде.</p>', '<p>Великолепная книга сочетает в себе как описание современных технологий в области машинного обучения так и фундаментальные вопросы математического обеспечения.</p>']",16,2019
Внедрение зависимостей на платформе .NET (+ epub),Николай Вильчинский,https://www.litres.ru/book/mark-siman/vnedrenie-zavisimostey-na-platforme-net-epub-66738278/,5.0,3,0,608,699.0,[],16,2019
Что такое тестирование. Курс молодого бойца,Ольга Назина,https://www.litres.ru/book/olga-nazina/chto-takoe-testirovanie-kurs-molodogo-boyca-68998117/,4.0,16,10,583,549.0,"['<p>Не обращала особого внимания на то, что где-то буква не пропечатана. Это была моя первая книга по тестированию. Книга с отличными иллюстрациями, подходит тем, кто запоминает материал через ассоциации/визуал. В течение двух месяцев прочитала, доделываю портфолио с помощью заданий из книги и материалов из общего доступа.</p>', '<p>Ооочень много ошибок в тексте и темы сильно растянуты. Сама книга читается легко и без замороченных словечек, это плюс и минус, лексикон надо знать, но он от обучения конечно отвлекает. Совсем новичкам подойдет, а если в вашем репертуаре прочитана уже не одна книга данной тематики, то нового ничего не узнаете. Ставлю оценку 4 за то, что люблю книги с картинками и «домашними заданиями»</p>', '<p>Очень несбалансированный материал. Картинки понятные, &quot;зато&quot; ни один из &quot;примеров&quot; не описан полностью (процентов на 10 максимум). Какие-то эклектичные советы, намеки, оценки, веселые картинки… Что они могут дать, если каждый пример требует дополнения страниц на двадцать? Так это надо всю книгу переписывать. Эта книга – как инструкция приставки для игры на фортепьяно без самого фортепьяно для обучения игре на фортепьяно.</p>', '<p>Прежде чем рассказать о книге, мне надо немного рассказать обо мне.</p><p>Я работала тестировщиком несколько лет, а потом решила подтянуть теорию и закрыть пробелы. Знаний, достаточных для одной работы, глобально мало, чтобы спокойно крутиться в сфере. Поэтому я решила почитать эту книгу. Не оценю с точки зрения совсем новичка, который входит в сферу, потому что им не являюсь.</p><p>Начнем с того, что пусть вас не пугает объем - там достаточно много изображений, примеров, пояснений, разборов частных случаев из опыта автора, и если по книге вести конспект, то итоговый конспект вы прочтете за 30 минут. Не больше. От корки до корки, и плюс вряд ли абсолютно все разделы нужны будут на постоянном режиме в качестве настольной книги, но я знаю, что я буду возвращаться и перечитывать избранные элементы. Книга у меня имеется в бумажном экземпляре, но по потребности есть и электронка. Бумажное издание удручает обложкой, потому что местами покрытие уже отслаивается, но это не так уж важно в данном случае. Еще подкупает то, что автор ссылается на различные ресурсы и источники, что можно прочитать по теме, откуда взяла тот или иной термин. Также имеются вопросы для закрепления теории прочитанного и самопроверки, поэтому можно воспринимать и как учебник тоже.</p><p>Это пособие для ручного тестировщика, про автоматизацию немного теории, чтобы знать, что это такое, и чем пахнет. А также векторы развития. Написана как для чайника, для матерого бойца будет скорее как сувенир или азбука на полке, потому что многие моменты из разряда Капитан Очевидность. Но если профессионал считает, что уже ничего нового не узнает - то извините, у меня к этому профессионалу будут иметься вопросы. Кого-то может беспокоить или раздражать нарочито легкий язык с шутеечками и жаргонизмами, иллюстрации, но я на это не обращаю внимания, потому что важна именно информационная составляющая и подача, которая меня устроила. Но полноценным учебник не стоит называть - это все же отправная точка для захода в профессию, и если хочется нормального развития - надо иметь представление, куда хочешь, и что надо. Благо, есть один целый раздел, который поможет определиться хотя бы с примерным направлением, а также приводится литература для дальнейшего развития. Также есть интересные подсказки для прохождения собеседований, и немного важной теории для выполнения тестовых заданий и прохождения технического собеседования, когда проверяют подкованность в теории тестирования. Не гарантирую, что книги хватит на прохождение техсобеседований, конечно, зависит от вакансии, на что претендуете.</p><p>Мой вердикт: книга качественнее и живее статей по ряду вопросов, чтобы врубиться и понять, что к чему, но за самостоятельное пособие мало. Отправная точка для входа в профессию весьма годная, но пожалуйста, не испытывайте иллюзий, что после этой книги можете штурмовать hh. Подтянуть кроме самого тестирования еще и программы как минимум придется.</p>', '<p>Я тестировщик с опытом и это не первая книга по тестированию, которую я читаю.\nКнига написана простым языком, в тексте много картинок. Так что кажется, что читаешь какой то комикс. Но это и хорошо. Ведь именно картинки помогают не устать от обилия текста, помогают запомнить информацию.\nТакая книга будет полезнее всего начинающим и тем, кто еще не работал в данной сфере. В книге есть не только сущие теоретические знания, но и  сведения о том, как работать в команде, как общаться с коллегами аналитиками и разработчиками, такие мини-подсказки по рабочему этикету.\nЧего только стоит ""Правило 20 минут""</p><blockquote>""Сначала попробуй решить задачу сам, потом обращайся за помощью. Если за 10-20 минут не нашел решения, можно и коллегу спросить"".</blockquote><p>Кто-то из-за любой мелочи дергает коллег, а кто-то днями-ночами пытается самостоятельно решить проблему, вместо того чтобы поинтересоваться у старших. А такое правило сразу дает ясность - что и когда делать.\nСо стороны может показаться, зачем писать о таких глупостях и элементарных вещах. Но как оказывается, не для всех людей такие вещи являются элементарными.\nВ книге есть и домашние задания,   вопросы для проверки. Эта книга как целый курс по обучению профессии тестировщика. Здесь можно найти информацию от самых азов до сложных тем, даже человек, уже несколько лет работающий в этой сфере может найти для себя что то новое.\nУверена, что буду перечитывать эту книгу еще не раз, отдельно по главам, в зависимости от того, какие именно знания захочется освежить в своей голове.\nСама по себе книга для меня не стала открытием, большую часть этой информации я уже изучала на сайте автора. Но все равно не отказа себе и купила в печатном виде (хотя и пожалела денег на цветную книгу - учитывая сколько иллюстраций в книге это было бы кстати).\nНи о чем не жалею, прочитала и буду перечитывать ее обязательно))</p>', '<p>Книга хорошая, написана доступным языком, приведены примеры, предоставлен дополнительный список литературы по тестированию. Думаю книга подойдёт как для начинающего тестировщика и тому кто работает по данной специальности. Ставлю 4 звезды т. к. в примечании указаны ссылки для просмотра примеров, но они не все доступны (лично я не смогла зайти atlassian).</p>', '<p>Хорошая книга по тестированию, написана простым языком, иногда даже слишком простым (""хрень"", ""продолбали"", "" питонячий скриптик"" etc).</p><p>Но для начинающих, наверное, так будет не страшно начинать. В конце особенно приятно, что Ольга уделила внимание краткому описанию важных понятий вида ci/cd, контейнерам, циклу создания приложений, клиент серверной архитектуре. Молодец!</p><p>А еще в моей книжке был очень неприятный фейл - одна глава напечатана 2 раза и части книги просто нет)) ирония, что книга посвящена в том числе поиску багов.</p>', '<p>Есть опечатки, выглядят странно. Книга шикарная, читается легко. Но нужно читать либо до курсов либо сразу после. Подходит для новичков для ознакомления с темой. Для более глубоких знаний в этой книге можно найти список того, что можно еще почитать. В целом, рекомендую</p>', '<p>Отличная книга. Советую всем, кто хочет начать свой путь в тестировании. Легко читается, нет сухой теории, много примеров, опыта автора, ссылок на литературу.</p>', '<p>Начинающим тестировщикам отличное подспорье! Читайте книгу внимательно и не менее внимательно рассматривайте иллюстрации. Автору и команде, работающей над книгой, ПОКЛОН! Отличная работа! Желаю удачи в новых проектах.</p><p>---</p><p>Не читайте отрицательных отзывов... у них конкретная цель, которая к вашей (научиться работать) не имеет отношения.</p>']",0,2022
Python за 7 дней. Краткий курс для начинающих (pdf+epub),Эндрю Парк,https://www.litres.ru/book/endru-park/python-za-7-dney-kratkiy-kurs-dlya-nachinauschih-pdf-epub-69434344/,4.6,5,2,260,499.0,"['<p>Книга предназначена для тех, кто только начинает изучать язык программирования Python. Она поможет новичкам быстро освоить основы программирования и получить необходимые навыки для решения простых задач. В книге подробно рассматриваются такие темы, как работа с переменными, условия, циклы, функции, списки, кортежи, словари и другие. Также приводятся примеры написания простых программ на Python и разбираются типичные ошибки, которые могут возникнуть при написании кода.</p>', '<p>Книга написана простым языком и может стать отличным введением в изучением Python . Есть практические примеры, которые помогают понять суть происходящего. Зачем и для чего.</p>']",16,2022
Грокаем глубокое обучение (pdf+epub),Эндрю Траск,https://www.litres.ru/book/endru-trask-21142618/grokaem-glubokoe-obuchenie-pdf-epub-48613333/,3.82,22,7,33,699.0,"['<p>Очень доступная (для понимания) книга. Когда читаешь, прямо чувствуется, что автор любит людей! Старается разжевать всё максимально понятно!</p><p>Ещё особенность: многие книги по программированию мне лично приходится перечитывать по несколько раз – бывает что абзац или главу читаешь, думаешь, потом перечитываешь опять (потому, что не всё понятно сразу). То вот именно в этой книге не то, что с первого раза понятно, а бывает что наоборот? ты уже понял, а автор сам намеренно повторяет рисунки, примеры кода и определения. Чтобы не приходилось листать назад чтобы посмотреть начало главы.</p>', '<p>Потрясающим образом, ни один пример кода из этой книги &quot;так как есть&quot; не работает из-за ошибок...</p><p>Впечатляет. 100% </p><br/><p>Абсолютная неспособность автора/ переводчика давать переменным и функциям адекватные имена - тоже очень мешает пониманию.</p>', '<p>Как студенту только что поступившему было полезно. Не все понятно еще, но максимально доступно. Для старта подходит, не исчерпывающее руководство, но захотелось изучать еще. </p><p>Однозначно рекомендую.</p>', '<p>Честное слово, если бы не университет, ничто не заставило бы меня читать это.\xa0</p><p>Книгу можно рассматривать только как первую ступень к нейронкам. Если у вас даже представления нет, что они собой представляют и как работают, тогда она для вас. Все максимально просто разжёвывается (по крайней мере, в первой половине книги, дальше автору, похоже, наскучило, ну или он знания читателей переоценил). Но если знания по теме ИИ присутствуют, то вряд ли эту книгу можно считать достойным закреплением материала.</p><p>Стоит упомянуть, что все примеры на python, использование фреймворков не оговаривается, тема распознавания образов задета вскользь, есть примеры обработки естественного языка.</p><p>Но по факту, подкованной я себя не чувствую после ее проработки - проклятье какое-то)</p>', '<p>Вторая книга из серии ""Грокаем"", до которой дошли руки. Ранее читала ""Алгоритмы"" - и была просто в восторге от стиля изложения и примеров. От ""глубокого обучения"" ждала чего-то похожего. \nНе скажу, что мои ожидания оправдались полностью - местами более сухо, местами более заумно, а некоторые разделы напоминают изобретение велосипеда. \nВ целом, книга неплохо излагает основы. Подойдет для введения в тему искусственного интеллекта, если не получилось осилить более ""научные"" источники. Однако, чтобы понять содержание, все еще необходимо хоть немного понимать код на Python и не бояться математики. \nЕсли же хочется в теме разобраться глубоко - не стоит брать эту книгу как единственный источник.</p><p>#Нон-фикшн 2020</p>', '<p>отличная книга для начинающих. все изложено максимально просто и наглядно, ну может за исключением пары мест, но считаю это простительным</p>', '<p>Хорошо:</p><p>1- Легко читается (одна из лучших книг для начала работы)</p><p>2- Практический подход к реализации нейронных сетей</p><p>3- Некоторое введение в популярные библиотеки ИИ, такие как Numpy</p><p>4- Хорошее руководство по следующим шагам</p><br/><p>* Плохо:</p><p>1 - Проблемы с синтаксисом и кодированием, которые легко обнаружить наметанным глазом, но не так просто для новичка.</p><p>2- Некоторые типографские ошибки в книге</p>']",16,2019
Алгоритмы на практике. Решение реальных задач (pdf + epub),Даниэль Зингаро,https://www.litres.ru/book/daniel-zingaro-32366/algoritmy-na-praktike-reshenie-realnyh-zadach-pdf-epu-69166267/,3.5,2,1,432,699.0,"['<p>Книга очень интересная, фундаментальная база для разработчиков, алгоритмы описанные в книге имеют широкое распространение в том числе при проектировании компиляторов</p>']",16,2021
CLR via C#. Программирование на платформе Microsoft .NET Framework 4.5 на языке C#,Джеффри Рихтер,https://www.litres.ru/book/dzheffri-rihter/clr-via-c-programmirovanie-na-platforme-microsoft-net-fram-11643433/,4.68,37,8,893,699.0,"['<p>Наверное, лучшая книга по С# для тех, кто усвоил основы и хочет глубже узнать о возможностях .Net платформы.Написана грамотным, понятным языком. В общем – советую!</p>', '<p>Фундаментальный труд по платформе .NET. Эта книга, по моему глубокому убеждению, обязательна к прочтению всем разработчикам под эту платформу.</p>', '<p>Для начинающих книга может оказаться сложной, но прочитать всё равно надо если желание развиваться как .net-разработчик. Я сам её периодически перечитываю.</p>', '<p>Рихтер – Философ, перевернувший мир, полный алгоритмов и кодов,&#160;– автор, открывший мир инкапсуляции и объектно-ориентированного программирования, как говорит Вит – твой организм работает, но ты не знаешь, каким образом протекают все процессы в твоей голове; в общем, труды Рихтера перечитывать рекомендую на ежегодной основе, особенно первую четверь книги по MS .NET Framework 4.5 C# для того, чтобы познать глубинные мудрости талантливого разработчика и понимать, что происходит под капотом ))</p>', '<p>Ну прям очень не простая книга. Новичкам не рекомендую, в документации проще написано. Хотя мне советовали её изначально – не пошла. Вернулся через некоторое время.</p>', '<p>Легенда. Для кого-то эта книга стала первой ступенью карьеры. Не смотря на то, что dotNET менялся и рос все эти годы, книга до сих пор остаётся одним из самых фундаментальных и полезных источников знаний на эту тему. Концепции и принципы платформы, описанные здесь, все ещё сохраняются в современном dotNET и их усвоение чрезвычайно полезно для разработчика. Если вы искали книгу которая содержит больше информации чем «как написать hello world» и как работать со строками – то вот она перед вами. Добро пожаловать на обстоятельную экскурсию под капот платформы.</p>', '<p>Книга обязательна к прочтению. Часть 1 – читать в последнюю очередь. Уровень знаний\\навыков в программировании д.б. средний, т.е. выше начального.</p>', '<p>Книга – классика. Не знаю ни одного человека, кто работает с .net и хотя бы раз не прочел ее. Настольная книга любого уважающего себя программиста на c#. Она непременно пригодится для интервью. Думаю, если она окажется для вас полезна, то вы перечитаете ее не раз, ну, или хотя бы некоторые главы.</p>']",12,2012
Информатика. Базовый уровень. 10–11 классы. Компьютерный практикум,Л. Л. Босова,https://www.litres.ru/book/anna-bosova/informatika-bazovyy-uroven-10-11-klassy-komputernyy-praktikum-66644828/,0.0,0,0,145,500.0,[],12,2021
Kafka Streams и ksqlDB. Данные в реальном времени (pdf + epub),Митч Сеймур,https://www.litres.ru/book/mitch-seymur/kafka-streams-i-ksqldb-dannye-v-realnom-vremeni-pdf-epub-69166225/,5.0,1,1,432,699.0,['<p>Крутая книга во всех отношениях. Пока дошел только до середины но закладок уйма уже. Даже думаю делать что-то типа конспектов</p>'],16,2021
Тестирование веб-API (+ epub),Марк Винтерингем,https://www.litres.ru/book/mark-vinteringem/testirovanie-veb-api-epub-70504714/,0.0,0,0,304,699.0,[],16,2022
Информатика. 8 класс. Базовый уровень,Л. Л. Босова,https://www.litres.ru/book/anna-bosova/informatika-8-klass-68294039/,4.75,4,1,25,535.0,"['<p>мне нравится. это очень хорошая книга. очень вам благодарна за то, что вы выпускаете ещё больше книг с таким названием.!</p>']",0,2023
Объекты. Стильное ООП (pdf + epub),Маттиас Нобак,https://www.litres.ru/book/mattias-nobak/obekty-stilnoe-oop-pdf-epub-69166270/,4.0,2,0,304,699.0,[],16,2019
"Карьера в IT. Как найти работу, прокачать навыки и стать крутым разработчиком",Джон Сонмез,https://www.litres.ru/audiobook/dzhon-sonmez/karera-v-it-kak-nayti-rabotu-prokachat-navyki-i-stat-krutym-r-69436486/,4.67,12,1,99584,689.0,"['<p>Действительно очень хорошая книга которая раскрывает вопросы карьеры в IT от начала и до конца. Особенно понравились разборы типичных ошибок при продвижении своей карьеры, и подробный разбор как решать  на работе вопросы по зарплате,  взаимодействия с неадекватным коллективом, так же разобраны вопросы как уволиться так чтобы не попасть впросак при этом. Так же очень подробно описано как поднять свою ценность при устройстве на работу и как обсуждать предстоящую зарплату.</p>']",12,2017
System Design. Машинное обучение. Подготовка к сложному интервью (pdf + epub),Алекс Сюй,https://www.litres.ru/book/aleks-suy/system-design-mashinnoe-obuchenie-podgotovka-k-slozhnomu-intervu-70415851/,5.0,2,0,320,599.0,[],16,2023
Основы программирования с Java,Тимур Машнин,https://www.litres.ru/book/timur-mashnin-30184546/osnovy-programmirovaniya-s-java-67715945/,5.0,10,2,466874,490.0,"['<p>Как человек, который ищет, покупает и самообучается из гуманитария в программиста, скажу. Не существует единого полного курса для тех, кто полностью с нуля. Нет волшебного решения. Этот курс хорош, автор пытается подробно останавливаться на том, что другие курсы пропускают, подразумевая, что студенты понимают. Все, кто пробует учить с нуля - смело берите эту книгу. Любые знания по IT дисциплине складываются мозаичным образом из различных источников, и эта книга - вполне достойный паззл для вашей мозаики. Из русскоязычных источников - этот - один из наиболее полных.</p>', '<p>Соглашусь с человеком написавшим отзыв выше, но книга мне не зашла(такое бывает).Видно что автор очень старался донести информацию для людей(прям для людей), которые вообще не понимают, что такое код. Только за одни задачи и примеры в книге автору уважение и 5 звезд.  </p><p>Из русскоязычных книг это действительно большой экземпляр в подробностях.</p>']",12,2022
Информатика. 9 класс. Базовый уровень,Л. Л. Босова,https://www.litres.ru/book/anna-bosova/informatika-9-klass-68294054/,5.0,1,1,275,535.0,"['<p>мне нравится. это очень хорошая книга. очень вам благодарна за то, что вы выпускаете ещё больше книг с таким названием.!</p>']",0,2023
Ум программиста. Как понять и осмыслить любой код,Фелин Херманс,https://www.litres.ru/book/felin-hermans/um-programmista-kak-ponyat-i-osmyslit-luboy-kod-69283279/,5.0,1,3,261,549.0,"['<p>Хорошая книга для начинающих программистов; </p><p>чётко, по сути, держит интерес чтения на протяжении всей книги; </p><p>отдельный лайк за изложения подходов ведения репозиториев</p>', '<p>Методики помогли мне как java-разработчику лучше понимать код, саморефлексировать на тему сложности и не бояться трудностей.</p>', '<p>Книга очень нужная и полезная, таких очень мало. Но переводы становятся всё хуже и хуже, и та же участь постигла эту книгу. Перевод дословный, тяжеловесный, с разнообразными ошибками, начиная с названия книги и заканчивая общепринятой компьютерной терминологией. Особенно печально, что книга по когнитивистике, и перевод нарушает всё её принципы.</p>']",0,2021
